,Table,Field,English,Spanish,English Tooltips,Spanish Tooltips,English Placeholders,Spanish Placeholders
672,Cliente PNC Especialidades,Fecha_ofrecida_despacho_de,Fecha Ofrecida Despacho De,Fecha Ofrecida Despacho De,,,,
673,Cliente PNC Especialidades,Fecha_ofrecida_despacho_a,Fecha Ofrecida Despacho A,Fecha Ofrecida Despacho A,,,,
674,Cliente PNC Especialidades,Fecha_zarpe,Fecha Zarpe,Fecha Zarpe,,,,
675,Cliente PNC Especialidades,Estado_zarpe,Estado Zarpe,Estado Zarpe,,,,
676,Cliente PNC Especialidades,Fecha_arribo,Fecha Arribo,Fecha Arribo,,,,
677,Cliente PNC Especialidades,Estado_arribo,Estado Arribo,Estado Arribo,,,,
678,Cliente PNC Especialidades,Observaciones_Seguimiento,Observaciones Seguimiento,Observaciones Seguimiento,,,,
679,Cliente PNC Especialidades,No_factura_trading,No Factura Trading,No Factura Trading,,,,
680,Cliente PNC Especialidades,Incoterm_venta,Incoterm Venta,Incoterm Venta,,,,
681,Cliente PNC Especialidades,Valor_unitario_venta,Valor Unitario Venta,Valor Unitario Venta,,,,
682,Cliente PNC Especialidades,Valor_total_venta,Valor Total Venta,Valor Total Venta,,,,
683,Cliente PNC Especialidades,termino_venta,Termino Venta,Termino Venta,,,,
684,Cliente PNC Especialidades,Empresa,Empresa,Empresa,,,,
685,Cliente PNC Especialidades,Presentacion_Final,Presentacion Final,Presentacion Final,,,,
686,Cliente PNC Especialidades,Grupo_Articulo,Grupo Articulo,Grupo Articulo,,,,
687,Cliente PNC Graneles,,PNC Graneles Client,Cliente PNC Graneles,,,,
688,Cliente PNC Graneles,Ano,Loading Year,Año Carga,,,,
689,Cliente PNC Graneles,Fecha_BL,BL Date,Fecha BL,,,,
690,Cliente PNC Graneles,Mes_carga,Loading month,Mes Carga,,,,
691,Cliente PNC Graneles,Estado,Status,Estado,,,,
692,Cliente PNC Graneles,Buque,Vessel,Buque,,,,
693,Cliente PNC Graneles,Producto,Product,Producto,,,,
694,Cliente PNC Graneles,Producto_abreviado,Abbreviated product,Producto Abreviado,,,,
695,Cliente PNC Graneles,Tonelaje,Volume,Tonelaje,,,,
696,Cliente PNC Graneles,Unidad,Unit of Measurement,Unidad,,,,
697,Cliente PNC Graneles,Flete,Freight,Flete,,,,
698,Cliente PNC Graneles,Precio_Venta_TM,Sales Price /MT,Precio Venta TM,,,,
699,Cliente PNC Graneles,Valor_Total_Venta,Total Sales price,Valor Total Venta,,,,
700,Cliente PNC Graneles,Puerto_carga,Loading Port,Puerto Carga,,,,
701,Cliente PNC Graneles,Pais_carga,Loading Country,Pais Carga,,,,
702,Cliente PNC Graneles,Puerto_descarga,Discharge Port,Puerto Descarga,,,,
703,Cliente PNC Graneles,Pais_descarga,Discharge Country,Pais Descarga,,,,
704,Cliente PNC Graneles,Consignatario,Consignee,Consignatario,,,,
705,Cliente PNC Graneles,Cliente,Final Client,Cliente Final,,,,
706,Cliente PNC Graneles,Proveedor,Supplier,Proveedor,,,,
707,Cliente PNC Graneles,Responsable,Responsible,Responsable,,,,
708,Cliente PNC Graneles,Laycan,Laycan,Laycan,,,,
709,Cliente PNC Graneles,Eta_puerto_carga,ETA Loading Port,Eta Puerto Carga,,,,
710,Cliente PNC Graneles,Fecha_zarpe_estimada,ETD,Fecha Zarpe Estimada,,,,
711,Cliente PNC Graneles,Plazo_venta,Term of Sale,Plazo Venta,,,,
712,Cliente PNC Graneles,Proforma_enviada,Proform Sent,Proforma Enviada,,,,
713,Cliente PNC Graneles,Eta_puerto_descarga,ETA Discharge Port,Eta Puerto Descarga,,,,
714,Cliente PNC Graneles,Etb_puerto_descarga,ETB Discharge Country,Etb Puerto Descarga,,,,
715,Cliente PNC Graneles,Incoterm_venta,Sales Incoterm,Incoterm Venta,,,,
716,Cliente PNC Graneles,Grupo_Articulo,Article groups,Grupo Articulo,,,,
717,Cliente PNC Graneles,Origen,Origin,Origen,,,,
718,grupo,,Grupo,Grupo,,,,
719,grupo,Id_grupo,Id Grupo,Id Grupo,,,,
720,grupo,Usuario,Usuario,Usuario,,,,
721,grupo,UN,UN,UN,,,,
722,grupo,Email,Email,Email,,,,
723,grupo,Nombre,Nombre,Nombre,,,,
724,grupo,Verifica_registro,Verifica Registro,Verifica Registro,,,,
725,grupo_rol,,Grupo Rol,Grupo Rol,,,,
726,grupo_rol,Id_grupo,Grupo,Grupo,,,,
727,grupo_rol,Id_tipo_prod,Tipo Producto,Tipo Producto,,,,
728,grupo_pais,,Grupo Pais,Grupo Pais,,,,
729,grupo_pais,Id_grupo,Grupo,Grupo,,,,
730,grupo_pais,Id_pais,Pais,Pais,,,,
731,grupo_pais,Id_tipo_prod,Tipo Producto,Tipo Producto,,,,
732,sourcing_uggroups,,Sourcing Uggroups,Sourcing Uggroups,,,,
733,sourcing_uggroups,Label,Label,Label,,,,
734,solicitante,,Solicitante,Solicitante,,,,
735,solicitante,Id_solicitante,Id Solicitante,Id Solicitante,,,,
736,solicitante,Usuario,Usuario,Usuario,,,,
737,tipo_bp,,Tipo Bp,Tipo Bp,,,,
738,tipo_bp,Id_tipo_bp,Id Tipo Bp,Id Tipo Bp,,,,
739,tipo_bp,Tipo_bp,Tipo Bp,Tipo Bp,,,,
740,tipo_bp,Id_tipo_prod,Tipo Producto,Tipo Producto,,,,
741,tipo_destino,,Tipo Destino,Tipo Destino,,,,
742,tipo_destino,Id_tipo_destino,Id Tipo Destino,Id Tipo Destino,,,,
743,tipo_destino,Descripcion,Descripcion,Descripcion,,,,
744,tipo_destino,Id_tipo_producto,Tipo Producto,Tipo Producto,,,,
745,presentacion,,Presentacion,Presentacion,,,,
746,presentacion,Id_presentacion,Id Presentacion,Id Presentacion,,,,
747,presentacion,Descripcion,Descripcion,Descripcion,,,,
748,presentacion,Id_tipo_prod,Tipo Producto,Tipo Producto,,,,
749,producto_abrevia,,Producto Abrevia,Producto Abrevia,,,,
750,producto_abrevia,Id_abreviatura,Id Abreviatura,Id Abreviatura,,,,
751,producto_abrevia,Descripcion,Descripcion,Descripcion,,,,
752,producto_abrevia,Id_tipo_prod,Tipo Producto,Tipo Producto,,,,
753,tipo_pais,,Tipo Pais,Tipo Pais,,,,
754,tipo_pais,Id_tipo_pais,Id Tipo Pais,Id Tipo Pais,,,,
755,tipo_pais,Descripcion,Descripcion,Descripcion,,,,
756,tipo_pais,Id_tipo_prod,Tipo Producto,Tipo Producto,,,,
757,nivel_estado,,Nivel Estado,Nivel Estado,,,,
758,nivel_estado,Id_nivel_estado,Id Nivel Estado,Id Nivel Estado,,,,
759,nivel_estado,Descripcion,Descripcion,Descripcion,,,,
760,nivel_estado,Id_tipo_prod,Tipo Producto,Tipo Producto,,,,
761,lista_destinatario,,Lista Destinatario,Lista Destinatario,,,,
762,lista_destinatario,Id_destinatario,Id Destinatario,Id Destinatario,,,,
763,lista_destinatario,Usuario,Usuario,Usuario,,,,
764,lista_destinatario,Id_notificacion,Id Notificacion,Id Notificacion,,,,
765,lista_destinatario,Id_pais,Pais,Pais,,,,
766,lista_destinatario,Id_tipo_prod,Tipo Producto,Tipo Producto,,,,
767,lista_destinatario,Activo,Activo,Activo,,,,
768,lista_destinatario,Empresa,Empresa,Empresa,,,,
769,notificacion_producto,,Notificacion Producto,Notificacion Producto,,,,
770,notificacion_producto,Id_notificacion,Id Notificacion,Id Notificacion,,,,
771,notificacion_producto,asunto,Asunto,Asunto,,,,
772,notificacion_producto,Id_tipo_prod,Tipo Producto,Tipo Producto,,,,
773,notificacion_producto,mensaje,Mensaje,Mensaje,,,,
774,Gestion de Calidad - PNC Graneles,,Quality Management - PNC Graneles,Gestion de Calidad - PNC Graneles,,,,
775,Gestion de Calidad - PNC Graneles,Ano_carga,Loading Year,Ano Carga,,,,
776,Gestion de Calidad - PNC Graneles,Mes_carga,Loading month,Mes Carga,,,,
777,Gestion de Calidad - PNC Graneles,Buque,Vessel,Buque,,,,
778,Gestion de Calidad - PNC Graneles,Consignatario,Consignee,Consignatario,,,,
779,Gestion de Calidad - PNC Graneles,Producto,Product,Producto,,,,
780,Gestion de Calidad - PNC Graneles,Material_SAP,Material SAP,Material SAP,,,,
781,Gestion de Calidad - PNC Graneles,Tonelaje,Volume,Tonelaje,,,,
782,Gestion de Calidad - PNC Graneles,Unidad,Unit of Measurement,Unidad,,,,
783,Gestion de Calidad - PNC Graneles,Puerto_descarga,Discharge Port,Puerto Descarga,,,,
784,Gestion de Calidad - PNC Graneles,Pais_descarga,Discharge Country,Pais Descarga,,,,
785,Gestion de Calidad - PNC Graneles,Puerto_carga,Loading Port,Puerto Carga,,,,
786,Gestion de Calidad - PNC Graneles,Pais_carga,Loading Country,Pais Carga,,,,
787,Gestion de Calidad - PNC Graneles,Fecha_zarpe_estimada,ETD,Fecha Zarpe Estimada,,,,
788,Gestion de Calidad - PNC Graneles,Eta_puerto_descarga,ETA Discharge Port,Eta Puerto Descarga,,,,
789,Gestion de Calidad - PNC Graneles,Etb_puerto_descarga,ETB Discharge Port,Etb Puerto Descarga,,,,
790,Gestion de Calidad - PNC Graneles,Estado,Status,Estado,,,,
791,Gestion de Calidad - PNC Graneles,Responsable,Responsible,Responsable,,,,
792,Gestion de Calidad - PNC Especialidades,,Gestion de Calidad - PNC Especialidades,Gestion de Calidad - PNC Especialidades,,,,
793,Gestion de Calidad - PNC Especialidades,No_OC_Sourcing,No OC Sourcing,No OC Sourcing,,,,
794,Gestion de Calidad - PNC Especialidades,Producto,Producto,Producto,,,,
795,Gestion de Calidad - PNC Especialidades,Material_SAP,Material SAP,Material SAP,,,,
796,Gestion de Calidad - PNC Especialidades,Volumen,Volumen,Volumen,,,,
797,Gestion de Calidad - PNC Especialidades,Unidad,Unidad,Unidad,,,,
798,Gestion de Calidad - PNC Especialidades,Presentacion,Presentacion,Presentacion,,,,
799,Gestion de Calidad - PNC Especialidades,Responsable,Responsable,Responsable,,,,
800,Gestion de Calidad - PNC Especialidades,No_embarque,No Embarque,No Embarque,,,,
801,Gestion de Calidad - PNC Especialidades,Cantidad_contenedores,Cantidad Contenedores,Cantidad Contenedores,,,,
802,Gestion de Calidad - PNC Especialidades,Origen,Origen,Origen,,,,
803,Gestion de Calidad - PNC Especialidades,Puerto_carga,Puerto Carga,Puerto Carga,,,,
804,Gestion de Calidad - PNC Especialidades,Pais_carga,Pais Carga,Pais Carga,,,,
805,Gestion de Calidad - PNC Especialidades,Puerto_destino,Puerto Destino,Puerto Destino,,,,
806,Gestion de Calidad - PNC Especialidades,Pais_destino,Pais Destino,Pais Destino,,,,
807,Gestion de Calidad - PNC Especialidades,Consignatario,Consignatario,Consignatario,,,,
808,Gestion de Calidad - PNC Especialidades,Fecha_zarpe,Fecha Zarpe,Fecha Zarpe,,,,
809,Gestion de Calidad - PNC Especialidades,Estado_zarpe,Estado Zarpe,Estado Zarpe,,,,
810,Gestion de Calidad - PNC Especialidades,Fecha_arribo,Fecha Arribo,Fecha Arribo,,,,
811,Gestion de Calidad - PNC Especialidades,Estado_arribo,Estado Arribo,Estado Arribo,,,,
812,Gestion de Calidad - PNC Especialidades,No_factura_trading,No Factura Trading,No Factura Trading,,,,
813,PPC IPDC,,PPC IPDC,PPC IPDC,,,,
814,PPC IPDC,Id_pedido,Id Pedido,Id Pedido,,,,
815,PPC IPDC,Empresa,Consignatario,Consignatario,,,,
816,PPC IPDC,UN,UN,UN,,,,
817,PPC IPDC,Fecha_de_Solicitud,Fecha de solicitud,Fecha de solicitud,,,,
818,PPC IPDC,Id_tipo_prod,Tipo de producto,Tipo de producto,,,,
819,PPC IPDC,No_orden_compra_cliente,No OC Cliente,No OC Cliente,,,,
820,PPC IPDC,No_oc_cliente,No OC Sourcing,No OC Sourcing,,,,
821,PPC IPDC,Fecha_emision_OC,Fecha Emision OC,Fecha Emision OC,,,,
822,PPC IPDC,Responsable,Responsable,Responsable,,,,
823,Seguimiento PPC IPDC,,Seguimiento PPC IPDC,Seguimiento PPC IPDC,,,,
824,Seguimiento PPC IPDC,PEDIDO,PEDIDO,PEDIDO,,,,
825,Seguimiento PPC IPDC,Id_detalle_pedido,Id Detalle Pedido,Id Detalle Pedido,,,,
826,Seguimiento PPC IPDC,No_camion,No Camion,No Camion,,,,
827,Seguimiento PPC IPDC,Fecha_estimada_disponibilidad_pedido,Fecha Estimada Disponibilidad Pedido,Fecha Estimada Disponibilidad Pedido,,,,
828,Seguimiento PPC IPDC,Fecha_envio_documento_tramite_permiso,Fecha Envio Documento Tramite Permiso,Fecha Envio Documento Tramite Permiso,,,,
829,Seguimiento PPC IPDC,Fecha_envio_documento_definitivo,Fecha Envio Documento Definitivo,Fecha Envio Documento Definitivo,,,,
830,Seguimiento PPC IPDC,Fecha_real_disponibilidad_pedido,Fecha Real Disponibilidad Pedido,Fecha Real Disponibilidad Pedido,,,,
831,Seguimiento PPC IPDC,Fecha_arribo_camion_frontera,Fecha Arribo Camion Frontera,Fecha Arribo Camion Frontera,,,,
832,Seguimiento PPC IPDC,Fecha_arribo_camion_destino,Fecha Arribo Camion Destino,Fecha Arribo Camion Destino,,,,
833,Seguimiento PPC IPDC,Fecha_bl,Fecha Bl,Fecha Bl,,,,
834,Seguimiento PPC IPDC,Flete,Flete,Flete,,,,
835,Seguimiento PPC IPDC,Precio_TM,Precio Venta TM,Precio Venta TM,,,,
836,Seguimiento PPC IPDC,Valor_total,Valor Total Venta,Valor Total Venta,,,,
837,Seguimiento PPC IPDC,No_factura,No Factura,No Factura,,,,
838,Seguimiento PPC IPDC,Puerto_carga,Puerto Carga,Puerto Carga,,,,
839,Seguimiento PPC IPDC,Pais_carga,Pais Carga,Pais Carga,,,,
840,Seguimiento PPC IPDC,No_embarque,No Embarque,No Embarque,,,,
841,Seguimiento PPC IPDC,Docto_digital_enviado,Docto Digital Enviado,Docto Digital Enviado,,,,
842,Seguimiento PPC IPDC,Docto_original_enviado,Docto Original Enviado,Docto Original Enviado,,,,
843,Seguimiento PPC IPDC,Pais_origen,Pais Origen,Pais Origen,,,,
844,Seguimiento PPC IPDC,Fecha_ofrecida_despacho_de,Fecha Ofrecida Despacho De,Fecha Ofrecida Despacho De,,,,
845,Seguimiento PPC IPDC,Fecha_ofrecida_despacho_a,Fecha Ofrecida Despacho A,Fecha Ofrecida Despacho A,,,,
846,Seguimiento PPC IPDC,Estado_zarpe,Estado Zarpe,Estado Zarpe,,,,
847,Seguimiento PPC IPDC,Fecha_arribo,Fecha Arribo,Fecha Arribo,,,,
848,Seguimiento PPC IPDC,Estado_arribo,Estado Arribo,Estado Arribo,,,,
849,Seguimiento PPC IPDC,Id_tipo_prod,Tipo Producto,Tipo Producto,,,,
850,Seguimiento PPC IPDC,Fecha_confirmacion_cliente_despacho_camion,Fecha Confirmacion Cliente Despacho Camion,Fecha Confirmacion Cliente Despacho Camion,,,,
851,Seguimiento PPC IPDC,Observaciones,Observaciones,Observaciones,,,,
852,Seguimiento PPC IPDC,Cantidad_contenedores,Cantidad Contenedores,Cantidad Contenedores,,,,
853,Seguimiento PPC IPDC,Incoterm_venta,Incoterm Venta,Incoterm Venta,,,,
854,Seguimiento PPC IPDC,Valor_unitario_venta,Valor Unitario Venta,Valor Unitario Venta,,,,
855,Seguimiento PPC IPDC,Valor_total_venta,Valor Total Venta,Valor Total Venta,,,,
856,Seguimiento PPC IPDC,No_factura_trading,No Factura Trading,No Factura Trading,,,,
857,Seguimiento PPC IPDC,Fecha_zarpe,Fecha Zarpe,Fecha Zarpe,,,,
858,Seguimiento PPC IPDC,Fecha_cargo_mercaderia_camion,Fecha Cargo Mercaderia Camion,Fecha Cargo Mercaderia Camion,,,,
859,Seguimiento PPC IPDC,Id_estado,Estado,Estado,,,,
860,Seguimiento PPC IPDC,No_lotes,No Lotes,No Lotes,,,,
861,Seguimiento PPC IPDC,Fecha_real_despacho_camion,Fecha Real Despacho Camion,Fecha Real Despacho Camion,,,,
862,Seguimiento PPC IPDC,Responsable,Responsable,Responsable,,,,
863,Seguimiento PPC IPDC,No_lista_empaque,No Lista Empaque,No Lista Empaque,,,,
864,Seguimiento PPC IPDC,Eta_puerto_carga,Eta Puerto Carga,Eta Puerto Carga,,,,
865,Seguimiento PPC IPDC,Fecha_zarpe_estimada,Fecha Zarpe Estimada,Fecha Zarpe Estimada,,,,
866,Seguimiento PPC IPDC,Plazo_venta,Plazo Venta,Plazo Venta,,,,
867,Seguimiento PPC IPDC,Eta_puerto_descarga,Eta Puerto Descarga,Eta Puerto Descarga,,,,
868,Seguimiento PPC IPDC,Etb_puerto_descarga,Etb Puerto Descarga,Etb Puerto Descarga,,,,
869,Seguimiento PPC IPDC,Fecha_factura,Fecha Factura,Fecha Factura,,,,
870,Seguimiento PPC IPDC,ref_lista_precio,Ref Lista Precio,Ref Lista Precio,,,,
871,Seguimiento PPC IPDC,Docto_digital_fecha,Docto. Digital Enviado,Docto. Digital Enviado,,,,
872,Seguimiento PPC IPDC,Docto_original_fecha,Recepción originales UO,Recepción originales UO,,,,
873,Seguimiento PPC IPDC,Tiempo_entrega,Tiempo Entrega,Tiempo Entrega,,,,
874,Seguimiento PPC IPDC,Tiempo_transito,Tiempo Transito,Tiempo Transito,,,,
875,Seguimiento PPC IPDC,Tipo_Transito,Tipo de Transito,Tipo de Transito,,,,
876,Seguimiento PPC IPDC,EmpresaL,Empresa Logistica,Empresa Logistica,,,,
877,Seguimiento PPC IPDC,termino_venta,Termino Venta,Termino Venta,,,,
878,Seguimiento PPC IPDC,necesita_proforma,Necesita Proforma,Necesita Proforma,,,,
879,Seguimiento PPC IPDC,cumple_digitales,Cumple Digitales,Cumple Digitales,,,,
880,Seguimiento PPC IPDC,cumple_fisico,Cumple Fisico,Cumple Fisico,,,,
881,Control PPC IPDC,,Control PPC IPDC,Control PPC IPDC,,,,
882,Control PPC IPDC,PEDIDO,PEDIDO,PEDIDO,,,,
883,Control PPC IPDC,Id_detalle_pedido,Id Detalle Pedido,Id Detalle Pedido,,,,
884,Control PPC IPDC,Id_tipo_prod,Tipo Producto,Tipo Producto,,,,
885,Control PPC IPDC,Correlativo_lote,Correlativo Lote,Correlativo Lote,,,,
886,Control PPC IPDC,Fecha_inicio_descarga,Fecha Inicio Descarga,Fecha Inicio Descarga,,,,
887,Control PPC IPDC,Fecha_fin_descarga,Fecha Fin Descarga,Fecha Fin Descarga,,,,
888,Control PPC IPDC,Recibido,Recibido,Recibido,,,,
889,Control PPC IPDC,Faltante,Faltante,Faltante,,,,
890,Control PPC IPDC,Sobrante,Sobrante,Sobrante,,,,
891,Control PPC IPDC,Precio_compra,Precio Compra,Precio Compra,,,,
892,Control PPC IPDC,Plazo,Plazo,Plazo,,,,
893,Control PPC IPDC,Broker,Broker,Broker,,,,
894,Control PPC IPDC,Region,Region,Region,,,,
895,Control PPC IPDC,Vende,Vende,Vende,,,,
896,Control PPC IPDC,Volumen_compra,Volumen Compra,Volumen Compra,,,,
897,Control PPC IPDC,Id_precio,Id Precio,Id Precio,,,,
898,Control PPC IPDC,Fecha_emision_OC,Fecha Emision OC,Fecha Emision OC,,,,
899,Control PPC IPDC,OC_firma,OC recepcion n FO,OC recepción FO,,,,
900,Control PPC IPDC,OC_enviada,OC envio FO,OC envío FO,,,,
901,Control PPC IPDC,OC_recibida,OC firma Proveedor,OC firma Proveedor,,,,
902,Control PPC IPDC,Dias_OC,Dias OC,Dias OC,,,,
903,Control PPC IPDC,Empresa_logistica,Empresa Logistica,Empresa Logistica,,,,
904,Control PPC IPDC,Marca_nombre_comercial,Marca Nombre Comercial,Marca Nombre Comercial,,,,
905,Control PPC IPDC,Tiempo_entrega,Tiempo Entrega,Tiempo Entrega,,,,
906,Control PPC IPDC,Tiempo_transito,Tiempo Transito,Tiempo Transito,,,,
907,Control PPC IPDC,Termino_compra,Termino Compra,Termino Compra,,,,
908,Control PPC IPDC,Precio_referencia,Precio Compra,Precio Compra,,,,
909,Control PPC IPDC,Valor_total_referencia,Valor Total Compra,Valor Total Compra,,,,
910,Control PPC IPDC,Facturado,Facturado,Facturado,,,,
911,Control PPC IPDC,Observaciones,Observaciones,Observaciones,,,,
912,Control PPC IPDC,Dias_disponibilidad_planta,Dias Disponibilidad Planta,Dias Disponibilidad Planta,,,,
913,Control PPC IPDC,Dias_despacho_planta,Dias Despacho Planta,Dias Despacho Planta,,,,
914,Control PPC IPDC,Facturador_final,Facturador Final,Facturador Final,,,,
915,Control PPC IPDC,Fecha_pago,Fecha Pago,Fecha Pago,,,,
916,Control PPC IPDC,Categoria,Categoria,Categoria,,,,
917,Control PPC IPDC,No_factura_sourcing,No Factura Sourcing,No Factura Sourcing,,,,
918,Control PPC IPDC,Docto_digital_recibido,Docto Digital Recibido,Docto Digital Recibido,,,,
919,Control PPC IPDC,Docto_original_recibido,Docto Original Recibido,Docto Original Recibido,,,,
920,Control PPC IPDC,Cantidad_facturada,Cantidad Facturada,Cantidad Facturada,,,,
921,Control PPC IPDC,Proveedor,Proveedor,Proveedor,,,,
922,Control PPC IPDC,No_factura,No Factura,No Factura,,,,
923,Control PPC IPDC,Incoterm,Incoterm,Incoterm,,,,
924,Control PPC IPDC,Fecha_recepcion_lista_empaque,Fecha Recepcion Lista Empaque,Fecha Recepcion Lista Empaque,,,,
925,Control PPC IPDC,Fecha_respuesta_planificacion,Fecha Respuesta Planificacion,Fecha Respuesta Planificacion,,,,
926,Control PPC IPDC,Incoterm_compra,Incoterm Compra,Incoterm Compra,,,,
927,Control PPC IPDC,Gestores,Gestores,Gestores,,,,
928,Control PPC IPDC,Notifica_embarque,Notifica Embarque,Notifica Embarque,,,,
929,Control PPC IPDC,Confirma_compra,Confirma Compra,Confirma Compra,,,,
930,Control PPC IPDC,Id_estado,Estado,Estado,,,,
931,Control PPC IPDC,id_presentacion_final,Presentacion Final,Presentacion Final,,,,
932,Control PPC IPDC,Solicitud_facturacion_FO,Solicitud Facturacion FO,Solicitud Facturacion FO,,,,
933,Control PPC IPDC,Facturacion_FO,Facturacion FO,Facturacion FO,,,,
934,Control PPC IPDC,Proforma_proveedor,Proforma Proveedor,Proforma Proveedor,,,,
935,Control PPC IPDC,flete_compra,Flete Compra,Flete Compra,,,,
936,Control PPC IPDC,Por_anticipo,Porcentaje de Anticipo,% de Anticipo,,,,
937,Control PPC IPDC,Id_Estado_Pago,Estado de Pago Complemento,Estado de Pago Complemento,,,,
938,Control PPC IPDC,Id_Estado_Pago_Anticipo,Estado de Pago Anticipo,Estado de Pago Anticipo,,,,
939,Toma pedido PPC IPDC,,Toma Pedido,Toma Pedido,,,,
940,Toma pedido PPC IPDC,Id_detalle_pedido,Id Detalle Pedido,Id Detalle Pedido,,,,
941,Toma pedido PPC IPDC,PEDIDO,PEDIDO,PEDIDO,,,,
942,Toma pedido PPC IPDC,Producto,Producto,Producto,,,,
943,Toma pedido PPC IPDC,Cantidad,Volumen,Volumen,,,,
944,Toma pedido PPC IPDC,Presentacion,Presentacion,Presentacion,,,,
945,Toma pedido PPC IPDC,Observaciones,Observaciones,Observaciones,,,,
946,Toma pedido PPC IPDC,Registro,Registro,Registro,,,,
947,Toma pedido PPC IPDC,Unidad,Unidad,Unidad,,,,
948,Toma pedido PPC IPDC,Puerto_descarga,Puerto de descarga,Puerto de descarga,,,,
949,Toma pedido PPC IPDC,Pais_descarga,Pais de descarga,Pais de descarga,,,,
950,Toma pedido PPC IPDC,Producto_abreviado,Producto Abreviado,Producto Abreviado,,,,
951,Toma pedido PPC IPDC,Material_SAP,Material SAP,Material SAP,,,,
952,Toma pedido PPC IPDC,No_oc_cliente,No. OC Sourcing,No. OC Sourcing,,,,
953,Toma pedido PPC IPDC,Id_tipo_prod,Tipo Producto,Tipo Producto,,,,
954,Toma pedido PPC IPDC,Unidades,Unidades,Unidades,,,,
955,Toma pedido PPC IPDC,Categoria,Categoria,Categoria,,,,
956,Toma pedido PPC IPDC,Laycan,Laycan,Laycan,,,,
957,Toma pedido PPC IPDC,Validacion_quilubrisa,Validacion Quilubrisa,Validacion Quilubrisa,,,,
958,Toma pedido PPC IPDC,id_presentacion_final,Id Presentacion Final,Id Presentacion Final,,,,
959,Toma pedido PPC IPDC,No_embarque,No Embarque,No Embarque,,,,
960,Toma pedido PPC IPDC,id_tipo_transporte,Tipo de Transporte,Tipo de Transporte,,,,
961,Busqueda IPDC,,Busqueda IPDC,Busqueda IPDC,,,,
962,Busqueda IPDC,Responsable,Responsable,Responsable,,,,
963,Busqueda IPDC,No_OC_Cliente,No Oc Cliente,No Oc Cliente,,,,
964,Busqueda IPDC,Material_SAP,Material SAP,Material SAP,,,,
965,Busqueda IPDC,No_embarque,No Embarque,No Embarque,,,,
966,Busqueda IPDC,No_OC_Sourcing,No OC Sourcing,No OC Sourcing,,,,
967,Busqueda IPDC,Producto,Producto,Producto,,,,
968,Busqueda IPDC,Volumen,Volumen,Volumen,,,,
969,Busqueda IPDC,Unidad,Unidad,Unidad,,,,
970,Busqueda IPDC,Cantidad_contenedores,Cantidad Contenedores,Cantidad Contenedores,,,,
971,Busqueda IPDC,Presentacion,Presentacion,Presentacion,,,,
972,Busqueda IPDC,Origen,Origen,Origen,,,,
973,Busqueda IPDC,Puerto_carga,Puerto Carga,Puerto Carga,,,,
974,Busqueda IPDC,Pais_carga,Pais Carga,Pais Carga,,,,
975,Busqueda IPDC,Puerto_destino,Puerto Destino,Puerto Destino,,,,
976,Busqueda IPDC,Pais_destino,Pais Destino,Pais Destino,,,,
977,Busqueda IPDC,Consignatario,Consignatario,Consignatario,,,,
978,Busqueda IPDC,Observaciones_Pedido,Observaciones Pedido,Observaciones Pedido,,,,
979,Busqueda IPDC,Docto_digital_enviado,Docto Digital Enviado,Docto Digital Enviado,,,,
980,Busqueda IPDC,Docto_original_enviado,Docto Original Enviado,Docto Original Enviado,,,,
981,Busqueda IPDC,Fecha_ofrecida_despacho_de,Fecha Ofrecida Despacho De,Fecha Ofrecida Despacho De,,,,
982,Busqueda IPDC,Fecha_ofrecida_despacho_a,Fecha Ofrecida Despacho A,Fecha Ofrecida Despacho A,,,,
983,Busqueda IPDC,Fecha_zarpe,Fecha Zarpe,Fecha Zarpe,,,,
984,Busqueda IPDC,Estado_zarpe,Estado Zarpe,Estado Zarpe,,,,
985,Busqueda IPDC,Fecha_arribo,Fecha Arribo,Fecha Arribo,,,,
986,Busqueda IPDC,Estado_arribo,Estado Arribo,Estado Arribo,,,,
987,Busqueda IPDC,Observaciones_Seguimiento,Observaciones Seguimiento,Observaciones Seguimiento,,,,
988,Busqueda IPDC,No_factura_trading,No Factura Trading,No Factura Trading,,,,
989,Busqueda IPDC,Incoterm_venta,Incoterm Venta,Incoterm Venta,,,,
990,Busqueda IPDC,Valor_unitario_venta,Valor Unitario Venta,Valor Unitario Venta,,,,
991,Busqueda IPDC,Valor_total_venta,Valor Total Venta,Valor Total Venta,,,,
992,Busqueda IPDC,Termino_venta,Termino Venta,Termino Venta,,,,
993,Busqueda IPDC,PEDIDO,PEDIDO,PEDIDO,,,,
994,Busqueda IPDC,Id_detalle_pedido,Id Detalle Pedido,Id Detalle Pedido,,,,
995,Busqueda IPDC,Id_tipo_prod,Id Tipo Prod,Id Tipo Prod,,,,
996,Cliente PNC IPDC,,Cliente PNC IPDC,Cliente PNC IPDC,,,,
997,Cliente PNC IPDC,Responsable,Responsable,Responsable,,,,
998,Cliente PNC IPDC,No_OC_Cliente,No OC Cliente,No OC Cliente,,,,
999,Cliente PNC IPDC,Material_SAP,Material SAP,Material SAP,,,,
1000,Cliente PNC IPDC,No_embarque,No Embarque,No Embarque,,,,
1001,Cliente PNC IPDC,No_OC_Sourcing,No OC Sourcing,No OC Sourcing,,,,
1002,Cliente PNC IPDC,Producto,Producto,Producto,,,,
1003,Cliente PNC IPDC,Volumen,Volumen,Volumen,,,,
