,Unnamed: 0,Table,Field,English,Spanish,English Tooltips,Spanish Tooltips,English Placeholders,Spanish Placeholders,traduccion
557,557,Operaciones PNC Graneles,Recibido,Received,Recibido,,,,,Received
558,558,Operaciones PNC Graneles,Faltante,Shortage,Faltante,,,,,Shortage
559,559,Operaciones PNC Graneles,Sobrante,Surplus,Sobrante,,,,,Surplus
560,560,Operaciones PNC Graneles,Precio_compra,Purchase Price,Precio Compra,,,,,Purchase Price
561,561,Operaciones PNC Graneles,Incoterm,Sales Incoterm,Incoterm,,,,,Sales Incoterm
562,562,Operaciones PNC Graneles,Plazo,Term of Purchase,Plazo,,,,,Term of Purchase
563,563,Operaciones PNC Graneles,Cantidad_facturada,Invoice Amount,Cantidad Facturada,,,,,Invoice Amount
564,564,Operaciones PNC Graneles,Flete,Freight,Flete,,,,,Freight
565,565,Operaciones PNC Graneles,Precio_Venta_TM,Sales Price /MT,Precio Venta TM,,,,,Sales Price / MT
566,566,Operaciones PNC Graneles,Valor_Total_Venta,Total Sales price,Valor Total Venta,,,,,Total Sales price
567,567,Operaciones PNC Graneles,No_factura,Invoice No.,No Factura,,,,,Invoice No.
568,568,Operaciones PNC Graneles,Broker,Broker,Broker,,,,,Broker
569,569,Operaciones PNC Graneles,Puerto_carga,Loading Port,Puerto Carga,,,,,Loading Port
570,570,Operaciones PNC Graneles,Pais_carga,Loading Country,Pais Carga,,,,,Loading Country
571,571,Operaciones PNC Graneles,Puerto_descarga,Discharge Port,Puerto Descarga,,,,,Discharge Port
572,572,Operaciones PNC Graneles,Pais_descarga,Discharge Country,Pais Descarga,,,,,Discharge Country
573,573,Operaciones PNC Graneles,Region,Region,Region,,,,,Region
574,574,Operaciones PNC Graneles,Consignatario,Consignee,Consignatario,,,,,Consign
575,575,Operaciones PNC Graneles,Cliente,Final Client,Cliente Final,,,,,Final Client
576,576,Operaciones PNC Graneles,Trading,Trading,Trading,,,,,Trading
577,577,Operaciones PNC Graneles,Proveedor,Supplier,Proveedor,,,,,Supplier
578,578,Operaciones PNC Graneles,Responsable,Responsible,Responsable,,,,,Responsible
579,579,Operaciones PNC Graneles,Volumen_compra,Purchase Volume,Volumen Compra,,,,,Purchase Volume
580,580,Operaciones PNC Graneles,Laycan,Laycan,Laycan,,,,,Laycan
581,581,Operaciones PNC Graneles,Eta_puerto_carga,ETA Loading Port,Eta Puerto Carga,,,,,ETA Loading Port
582,582,Operaciones PNC Graneles,Fecha_zarpe_estimada,ETD,Fecha Zarpe Estimada,,,,,ETD
583,583,Operaciones PNC Graneles,Plazo_venta,Term of Sale,Plazo Venta,,,,,Term of Sale
584,584,Operaciones PNC Graneles,Proforma_enviada,Proforma Sent,Proforma Enviada,,,,,Proforma Sent
585,585,Operaciones PNC Graneles,Eta_puerto_descarga,ETA Discharge Port,Eta Puerto Descarga,,,,,ETA Discharge Port
586,586,Operaciones PNC Graneles,Etb_puerto_descarga,ETB Discharge Port,Etb Puerto Descarga,,,,,ETB Discharge Port
587,587,Operaciones PNC Graneles,Fecha_de_Solicitud,Request Date,Fecha De Solicitud,,,,,Request Date
588,588,Operaciones PNC Graneles,Grupo_Articulo,Article groups,Grupo Articulo,,,,,Article groups
589,589,Operaciones PNC Graneles,Origen,Origin,Origen,,,,,Origin
590,590,Operaciones PNC Especialidades,,Operaciones PNC Especialidades,Operaciones PNC Especialidades,,,,,Operaciones PNC Especialidades
591,591,Operaciones PNC Especialidades,Estado,Estado,Estado,,,,,Estado
592,592,Operaciones PNC Especialidades,Responsable,Responsable,Responsable,,,,,Responsable
593,593,Operaciones PNC Especialidades,No_OC_Sourcing,No OC Sourcing,No OC Sourcing,,,,,No OC Sourcing
594,594,Operaciones PNC Especialidades,Lote,Lote,Lote,,,,,Lote
595,595,Operaciones PNC Especialidades,Material_SAP,Material SAP,Material SAP,,,,,Material SAP
596,596,Operaciones PNC Especialidades,No_Cotizacion,No Cotizacion,No Cotizacion,,,,,No Cotizacion
597,597,Operaciones PNC Especialidades,No_embarque,No Embarque,No Embarque,,,,,No Embarque
598,598,Operaciones PNC Especialidades,No_OC_Cliente,No Oc Cliente,No Oc Cliente,,,,,No Oc Cliente
599,599,Operaciones PNC Especialidades,Fecha_emision_OC,Fecha Emision OC,Fecha Emision OC,,,,,Fecha Emision OC
600,600,Operaciones PNC Especialidades,Categoria,Categoria,Categoria,,,,,Categoria
601,601,Operaciones PNC Especialidades,Producto,Producto,Producto,,,,,Producto
602,602,Operaciones PNC Especialidades,Marca_nombre_comercial,Marca Nombre Comercial,Marca Nombre Comercial,,,,,Marca Nombre Comercial
603,603,Operaciones PNC Especialidades,Volumen,Volumen,Volumen,,,,,Volumen
604,604,Operaciones PNC Especialidades,Unidad,Unidad,Unidad,,,,,Unidad
605,605,Operaciones PNC Especialidades,Cantidad_contenedores,Cantidad Contenedores,Cantidad Contenedores,,,,,Cantidad Contenedores
606,606,Operaciones PNC Especialidades,Presentacion,Presentacion,Presentacion,,,,,Presentacion
607,607,Operaciones PNC Especialidades,Presentacion_Final,Presentacion Final,Presentacion Final,,,,,Presentacion Final
608,608,Operaciones PNC Especialidades,Proveedor,Proveedor,Proveedor,,,,,Proveedor
609,609,Operaciones PNC Especialidades,Origen,Origen,Origen,,,,,Origen
610,610,Operaciones PNC Especialidades,Puerto_carga,Puerto Carga,Puerto Carga,,,,,Puerto Carga
611,611,Operaciones PNC Especialidades,Pais_carga,Pais Carga,Pais Carga,,,,,Pais Carga
612,612,Operaciones PNC Especialidades,Puerto_destino,Puerto Destino,Puerto Destino,,,,,Puerto Destino
613,613,Operaciones PNC Especialidades,Pais_destino,Pais Destino,Pais Destino,,,,,Pais Destino
614,614,Operaciones PNC Especialidades,Consignatario,Consignatario,Consignatario,,,,,Consignatario
615,615,Operaciones PNC Especialidades,Cliente,Cliente Final,Cliente Final,,,,,Cliente Final
616,616,Operaciones PNC Especialidades,Termino_compra,Termino Compra,Termino Compra,,,,,Termino Compra
617,617,Operaciones PNC Especialidades,Incoterm_compra,Incoterm Compra,Incoterm Compra,,,,,Incoterm Compra
618,618,Operaciones PNC Especialidades,Precio_referencia,Precio Compra,Precio Compra,,,,,Precio Compra
619,619,Operaciones PNC Especialidades,Valor_total_Compra,Valor Total Compra,Valor Total Compra,,,,,Valor Total Compra
620,620,Operaciones PNC Especialidades,Observaciones_Pedido,Observaciones Pedido,Observaciones Pedido,,,,,Observaciones Pedido
621,621,Operaciones PNC Especialidades,OC_recepcion_FO,OC Recepcion FO,OC Recepcion FO,,,,,OC Recepcion FO
622,622,Operaciones PNC Especialidades,OC_envio_FO,OC Envio FO,OC Envio FO,,,,,OC Envio FO
623,623,Operaciones PNC Especialidades,OC_firma_Proveedor,OC Firma Proveedor,OC Firma Proveedor,,,,,OC Firma Proveedor
624,624,Operaciones PNC Especialidades,Dias_OC,Dias OC,Dias OC,,,,,Dias OC
625,625,Operaciones PNC Especialidades,Docto_Digital_enviado,Docto Digital Enviado,Docto Digital Enviado,,,,,Docto Digital Enviado
626,626,Operaciones PNC Especialidades,Docto_Original_enviado,Docto Original Enviado,Docto Original Enviado,,,,,Docto Original Enviado
627,627,Operaciones PNC Especialidades,Empresa_Logistica,Empresa Logistica,Empresa Logistica,,,,,Empresa Logistica
628,628,Operaciones PNC Especialidades,Fecha_ofrecida_despacho_de,Fecha Ofrecida Despacho De,Fecha Ofrecida Despacho De,,,,,Fecha Ofrecida Despacho De
629,629,Operaciones PNC Especialidades,Fecha_ofrecida_despacho_a,Fecha Ofrecida Despacho A,Fecha Ofrecida Despacho A,,,,,Fecha Ofrecida Despacho A
630,630,Operaciones PNC Especialidades,Fecha_zarpe,Fecha Zarpe,Fecha Zarpe,,,,,Fecha Zarpe
631,631,Operaciones PNC Especialidades,Estado_zarpe,Estado Zarpe,Estado Zarpe,,,,,Estado Zarpe
632,632,Operaciones PNC Especialidades,Fecha_arribo,Fecha Arribo,Fecha Arribo,,,,,Fecha Arribo
633,633,Operaciones PNC Especialidades,Estado_arribo,Estado Arribo,Estado Arribo,,,,,Estado Arribo
634,634,Operaciones PNC Especialidades,Observaciones_Seguimiento,Observaciones Seguimiento,Observaciones Seguimiento,,,,,Observaciones Seguimiento
635,635,Operaciones PNC Especialidades,Solicitud_facturacion_FO,Solicitud Facturacion FO,Solicitud Facturacion FO,,,,,Solicitud Facturacion FO
636,636,Operaciones PNC Especialidades,Facturacion_FO,Facturacion FO,Facturacion FO,,,,,Facturacion FO
637,637,Operaciones PNC Especialidades,No_factura_sourcing,No Factura Sourcing,No Factura Sourcing,,,,,No Factura Sourcing
638,638,Operaciones PNC Especialidades,Facturador_final,Facturador Final,Facturador Final,,,,,Facturador Final
639,639,Operaciones PNC Especialidades,No_factura_trading,No Factura Trading,No Factura Trading,,,,,No Factura Trading
640,640,Operaciones PNC Especialidades,Incoterm_venta,Incoterm Venta,Incoterm Venta,,,,,Incoterm Venta
641,641,Operaciones PNC Especialidades,Valor_unitario_venta,Valor Unitario Venta,Valor Unitario Venta,,,,,Valor Unitario Venta
642,642,Operaciones PNC Especialidades,Valor_total_venta,Valor Total Venta,Valor Total Venta,,,,,Valor Total Venta
643,643,Operaciones PNC Especialidades,termino_venta,Termino Venta,Termino Venta,,,,,Termino Venta
644,644,Operaciones PNC Especialidades,Observaciones_Control,Observaciones Control,Observaciones Control,,,,,Observaciones Control
645,645,Operaciones PNC Especialidades,Flete,Flete de Compra,Flete de Compra,,,,,Flete de Compra
646,646,Operaciones PNC Especialidades,TiempoE,Tiempo Entrega,Tiempo Entrega,,,,,Tiempo Entrega
647,647,Operaciones PNC Especialidades,TiempoT,Tiempo Transito,Tiempo Transito,,,,,Tiempo Transito
648,648,Operaciones PNC Especialidades,Grupo_Articulo,Grupo Articulo,Grupo Articulo,,,,,Grupo Articulo
649,649,Cliente PNC Especialidades,,Cliente PNC Especialidades,Cliente PNC Especialidades,,,,,Cliente PNC Especialidades
650,650,Cliente PNC Especialidades,Responsable,Responsable,Responsable,,,,,Responsable
651,651,Cliente PNC Especialidades,No_OC_Cliente,No OC Cliente,No OC Cliente,,,,,No OC Cliente
652,652,Cliente PNC Especialidades,Material_SAP,Material SAP,Material SAP,,,,,Material SAP
653,653,Cliente PNC Especialidades,No_embarque,No Embarque,No Embarque,,,,,No Embarque
654,654,Cliente PNC Especialidades,No_OC_Sourcing,No OC Sourcing,No OC Sourcing,,,,,No OC Sourcing
655,655,Cliente PNC Especialidades,Producto,Producto,Producto,,,,,Producto
656,656,Cliente PNC Especialidades,Volumen,Volumen,Volumen,,,,,Volumen
657,657,Cliente PNC Especialidades,Unidad,Unidad,Unidad,,,,,Unidad
658,658,Cliente PNC Especialidades,Cantidad_contenedores,Cantidad Contenedores,Cantidad Contenedores,,,,,Cantidad Contenedores
659,659,Cliente PNC Especialidades,Presentacion,Presentacion,Presentacion,,,,,Presentacion
660,660,Cliente PNC Especialidades,Origen,Origen,Origen,,,,,Origen
661,661,Cliente PNC Especialidades,Puerto_carga,Puerto Carga,Puerto Carga,,,,,Puerto Carga
662,662,Cliente PNC Especialidades,Pais_carga,Pais Carga,Pais Carga,,,,,Pais Carga
663,663,Cliente PNC Especialidades,Puerto_destino,Puerto Destino,Puerto Destino,,,,,Puerto Destino
664,664,Cliente PNC Especialidades,Pais_destino,Pais Destino,Pais Destino,,,,,Pais Destino
665,665,Cliente PNC Especialidades,Consignatario,Consignatario,Consignatario,,,,,Consignatario
666,666,Cliente PNC Especialidades,Cliente,Cliente Final,Cliente Final,,,,,Cliente Final
667,667,Cliente PNC Especialidades,Proveedor,Proveedor,Proveedor,,,,,Proveedor
668,668,Cliente PNC Especialidades,EmpresaL,Empresa Logistica,Empresa Logistica,,,,,Empresa Logistica
669,669,Cliente PNC Especialidades,Observaciones_Pedido,Observaciones Pedido,Observaciones Pedido,,,,,Observaciones Pedido
670,670,Cliente PNC Especialidades,Docto_digital_fecha,Docto Digital Fecha,Docto Digital Fecha,,,,,Docto Digital Fecha
671,671,Cliente PNC Especialidades,Docto_original_fecha,Docto Original Fecha,Docto Original Fecha,,,,,Docto Original Fecha
672,672,Cliente PNC Especialidades,Fecha_ofrecida_despacho_de,Fecha Ofrecida Despacho De,Fecha Ofrecida Despacho De,,,,,Fecha Ofrecida Despacho De
673,673,Cliente PNC Especialidades,Fecha_ofrecida_despacho_a,Fecha Ofrecida Despacho A,Fecha Ofrecida Despacho A,,,,,Fecha Ofrecida Despacho A
674,674,Cliente PNC Especialidades,Fecha_zarpe,Fecha Zarpe,Fecha Zarpe,,,,,Fecha Zarpe
675,675,Cliente PNC Especialidades,Estado_zarpe,Estado Zarpe,Estado Zarpe,,,,,Estado Zarpe
676,676,Cliente PNC Especialidades,Fecha_arribo,Fecha Arribo,Fecha Arribo,,,,,Fecha Arribo
677,677,Cliente PNC Especialidades,Estado_arribo,Estado Arribo,Estado Arribo,,,,,Estado Arribo
678,678,Cliente PNC Especialidades,Observaciones_Seguimiento,Observaciones Seguimiento,Observaciones Seguimiento,,,,,Observaciones Seguimiento
679,679,Cliente PNC Especialidades,No_factura_trading,No Factura Trading,No Factura Trading,,,,,No Factura Trading
680,680,Cliente PNC Especialidades,Incoterm_venta,Incoterm Venta,Incoterm Venta,,,,,Incoterm Venta
681,681,Cliente PNC Especialidades,Valor_unitario_venta,Valor Unitario Venta,Valor Unitario Venta,,,,,Valor Unitario Venta
682,682,Cliente PNC Especialidades,Valor_total_venta,Valor Total Venta,Valor Total Venta,,,,,Valor Total Venta
683,683,Cliente PNC Especialidades,termino_venta,Termino Venta,Termino Venta,,,,,Termino Venta
684,684,Cliente PNC Especialidades,Empresa,Empresa,Empresa,,,,,Empresa
685,685,Cliente PNC Especialidades,Presentacion_Final,Presentacion Final,Presentacion Final,,,,,Presentacion Final
686,686,Cliente PNC Especialidades,Grupo_Articulo,Grupo Articulo,Grupo Articulo,,,,,Grupo Articulo
687,687,Cliente PNC Graneles,,PNC Graneles Client,Cliente PNC Graneles,,,,,PNC Graneles Client
688,688,Cliente PNC Graneles,Ano,Loading Year,A̱o Carga,,,,,Loading Year
689,689,Cliente PNC Graneles,Fecha_BL,BL Date,Fecha BL,,,,,BL Date
690,690,Cliente PNC Graneles,Mes_carga,Loading month,Mes Carga,,,,,Loading month
691,691,Cliente PNC Graneles,Estado,Status,Estado,,,,,Status
692,692,Cliente PNC Graneles,Buque,Vessel,Buque,,,,,Vessel
693,693,Cliente PNC Graneles,Producto,Product,Producto,,,,,Product
694,694,Cliente PNC Graneles,Producto_abreviado,Abbreviated product,Producto Abreviado,,,,,Abbreviated product
695,695,Cliente PNC Graneles,Tonelaje,Volume,Tonelaje,,,,,Volume
696,696,Cliente PNC Graneles,Unidad,Unit of Measurement,Unidad,,,,,Unit of Measurement
697,697,Cliente PNC Graneles,Flete,Freight,Flete,,,,,Freight
698,698,Cliente PNC Graneles,Precio_Venta_TM,Sales Price /MT,Precio Venta TM,,,,,Sales Price /MT
699,699,Cliente PNC Graneles,Valor_Total_Venta,Total Sales price,Valor Total Venta,,,,,Total Sales price
700,700,Cliente PNC Graneles,Puerto_carga,Loading Port,Puerto Carga,,,,,Loading Port
701,701,Cliente PNC Graneles,Pais_carga,Loading Country,Pais Carga,,,,,Loading Country
702,702,Cliente PNC Graneles,Puerto_descarga,Discharge Port,Puerto Descarga,,,,,Discharge Port
703,703,Cliente PNC Graneles,Pais_descarga,Discharge Country,Pais Descarga,,,,,Discharge Country
704,704,Cliente PNC Graneles,Consignatario,Consignee,Consignatario,,,,,Consignee
705,705,Cliente PNC Graneles,Cliente,Final Client,Cliente Final,,,,,Final Client
706,706,Cliente PNC Graneles,Proveedor,Supplier,Proveedor,,,,,Supplier
707,707,Cliente PNC Graneles,Responsable,Responsible,Responsable,,,,,Responsible
708,708,Cliente PNC Graneles,Laycan,Laycan,Laycan,,,,,Laycan
709,709,Cliente PNC Graneles,Eta_puerto_carga,ETA Loading Port,Eta Puerto Carga,,,,,ETA Loading Port
710,710,Cliente PNC Graneles,Fecha_zarpe_estimada,ETD,Fecha Zarpe Estimada,,,,,ETD
711,711,Cliente PNC Graneles,Plazo_venta,Term of Sale,Plazo Venta,,,,,Term of Sale
712,712,Cliente PNC Graneles,Proforma_enviada,Proform Sent,Proforma Enviada,,,,,Proform Sent
713,713,Cliente PNC Graneles,Eta_puerto_descarga,ETA Discharge Port,Eta Puerto Descarga,,,,,ETA Discharge Port
714,714,Cliente PNC Graneles,Etb_puerto_descarga,ETB Discharge Country,Etb Puerto Descarga,,,,,ETB Discharge Country
715,715,Cliente PNC Graneles,Incoterm_venta,Sales Incoterm,Incoterm Venta,,,,,Sales Incoterm
716,716,Cliente PNC Graneles,Grupo_Articulo,Article groups,Grupo Articulo,,,,,Article groups
717,717,Cliente PNC Graneles,Origen,Origin,Origen,,,,,Origin
718,718,grupo,,Grupo,Grupo,,,,,Grupo
719,719,grupo,Id_grupo,Id Grupo,Id Grupo,,,,,Id Grupo
720,720,grupo,Usuario,Usuario,Usuario,,,,,Usuario
721,721,grupo,UN,UN,UN,,,,,UN
722,722,grupo,Email,Email,Email,,,,,Email
723,723,grupo,Nombre,Nombre,Nombre,,,,,Nombre
724,724,grupo,Verifica_registro,Verifica Registro,Verifica Registro,,,,,Verifica Registro
725,725,grupo_rol,,Grupo Rol,Grupo Rol,,,,,Grupo Rol
726,726,grupo_rol,Id_grupo,Grupo,Grupo,,,,,Grupo
727,727,grupo_rol,Id_tipo_prod,Tipo Producto,Tipo Producto,,,,,Tipo Producto
728,728,grupo_pais,,Grupo Pais,Grupo Pais,,,,,Grupo Pais
729,729,grupo_pais,Id_grupo,Grupo,Grupo,,,,,Grupo
730,730,grupo_pais,Id_pais,Pais,Pais,,,,,Pais
731,731,grupo_pais,Id_tipo_prod,Tipo Producto,Tipo Producto,,,,,Tipo Producto
732,732,sourcing_uggroups,,Sourcing Uggroups,Sourcing Uggroups,,,,,Sourcing Uggroups
733,733,sourcing_uggroups,Label,Label,Label,,,,,Label
734,734,solicitante,,Solicitante,Solicitante,,,,,Solicitante
735,735,solicitante,Id_solicitante,Id Solicitante,Id Solicitante,,,,,Id Solicitante
736,736,solicitante,Usuario,Usuario,Usuario,,,,,Usuario
737,737,tipo_bp,,Tipo Bp,Tipo Bp,,,,,Tipo Bp
738,738,tipo_bp,Id_tipo_bp,Id Tipo Bp,Id Tipo Bp,,,,,Id Tipo Bp
739,739,tipo_bp,Tipo_bp,Tipo Bp,Tipo Bp,,,,,Tipo Bp
740,740,tipo_bp,Id_tipo_prod,Tipo Producto,Tipo Producto,,,,,Tipo Producto
741,741,tipo_destino,,Tipo Destino,Tipo Destino,,,,,Tipo Destino
742,742,tipo_destino,Id_tipo_destino,Id Tipo Destino,Id Tipo Destino,,,,,Id Tipo Destino
743,743,tipo_destino,Descripcion,Descripcion,Descripcion,,,,,Descripcion
744,744,tipo_destino,Id_tipo_producto,Tipo Producto,Tipo Producto,,,,,Tipo Producto
745,745,presentacion,,Presentacion,Presentacion,,,,,Presentacion
746,746,presentacion,Id_presentacion,Id Presentacion,Id Presentacion,,,,,Id Presentacion
747,747,presentacion,Descripcion,Descripcion,Descripcion,,,,,Descripcion
748,748,presentacion,Id_tipo_prod,Tipo Producto,Tipo Producto,,,,,Tipo Producto
749,749,producto_abrevia,,Producto Abrevia,Producto Abrevia,,,,,Producto Abrevia
750,750,producto_abrevia,Id_abreviatura,Id Abreviatura,Id Abreviatura,,,,,Id Abreviatura
751,751,producto_abrevia,Descripcion,Descripcion,Descripcion,,,,,Descripcion
752,752,producto_abrevia,Id_tipo_prod,Tipo Producto,Tipo Producto,,,,,Tipo Producto
753,753,tipo_pais,,Tipo Pais,Tipo Pais,,,,,Tipo Pais
754,754,tipo_pais,Id_tipo_pais,Id Tipo Pais,Id Tipo Pais,,,,,Id Tipo Pais
755,755,tipo_pais,Descripcion,Descripcion,Descripcion,,,,,Descripcion
756,756,tipo_pais,Id_tipo_prod,Tipo Producto,Tipo Producto,,,,,Tipo Producto
757,757,nivel_estado,,Nivel Estado,Nivel Estado,,,,,Nivel Estado
758,758,nivel_estado,Id_nivel_estado,Id Nivel Estado,Id Nivel Estado,,,,,Id Nivel Estado
759,759,nivel_estado,Descripcion,Descripcion,Descripcion,,,,,Descripcion
760,760,nivel_estado,Id_tipo_prod,Tipo Producto,Tipo Producto,,,,,Tipo Producto
761,761,lista_destinatario,,Lista Destinatario,Lista Destinatario,,,,,Lista Destinatario
762,762,lista_destinatario,Id_destinatario,Id Destinatario,Id Destinatario,,,,,Id Destinatario
763,763,lista_destinatario,Usuario,Usuario,Usuario,,,,,Usuario
764,764,lista_destinatario,Id_notificacion,Id Notificacion,Id Notificacion,,,,,Id Notificacion
765,765,lista_destinatario,Id_pais,Pais,Pais,,,,,Pais
766,766,lista_destinatario,Id_tipo_prod,Tipo Producto,Tipo Producto,,,,,Tipo Producto
767,767,lista_destinatario,Activo,Activo,Activo,,,,,Activo
768,768,lista_destinatario,Empresa,Empresa,Empresa,,,,,Empresa
769,769,notificacion_producto,,Notificacion Producto,Notificacion Producto,,,,,Notificacion Producto
770,770,notificacion_producto,Id_notificacion,Id Notificacion,Id Notificacion,,,,,Id Notificacion
771,771,notificacion_producto,asunto,Asunto,Asunto,,,,,Asunto
772,772,notificacion_producto,Id_tipo_prod,Tipo Producto,Tipo Producto,,,,,Tipo Producto
773,773,notificacion_producto,mensaje,Mensaje,Mensaje,,,,,Mensaje
774,774,Gestion de Calidad - PNC Graneles,,Quality Management - PNC Graneles,Gestion de Calidad - PNC Graneles,,,,,Quality Management - PNC Graneles
775,775,Gestion de Calidad - PNC Graneles,Ano_carga,Loading Year,Ano Carga,,,,,Loading Year
776,776,Gestion de Calidad - PNC Graneles,Mes_carga,Loading month,Mes Carga,,,,,Loading month
777,777,Gestion de Calidad - PNC Graneles,Buque,Vessel,Buque,,,,,Vessel
778,778,Gestion de Calidad - PNC Graneles,Consignatario,Consignee,Consignatario,,,,,Consignee
779,779,Gestion de Calidad - PNC Graneles,Producto,Product,Producto,,,,,Product
780,780,Gestion de Calidad - PNC Graneles,Material_SAP,Material SAP,Material SAP,,,,,Material SAP
781,781,Gestion de Calidad - PNC Graneles,Tonelaje,Volume,Tonelaje,,,,,Volume
782,782,Gestion de Calidad - PNC Graneles,Unidad,Unit of Measurement,Unidad,,,,,Unit of Measurement
783,783,Gestion de Calidad - PNC Graneles,Puerto_descarga,Discharge Port,Puerto Descarga,,,,,Discharge Port
784,784,Gestion de Calidad - PNC Graneles,Pais_descarga,Discharge Country,Pais Descarga,,,,,Discharge Country
785,785,Gestion de Calidad - PNC Graneles,Puerto_carga,Loading Port,Puerto Carga,,,,,Loading Port
786,786,Gestion de Calidad - PNC Graneles,Pais_carga,Loading Country,Pais Carga,,,,,Loading Country
787,787,Gestion de Calidad - PNC Graneles,Fecha_zarpe_estimada,ETD,Fecha Zarpe Estimada,,,,,ETD
788,788,Gestion de Calidad - PNC Graneles,Eta_puerto_descarga,ETA Discharge Port,Eta Puerto Descarga,,,,,ETA Discharge Port
789,789,Gestion de Calidad - PNC Graneles,Etb_puerto_descarga,ETB Discharge Port,Etb Puerto Descarga,,,,,ETB Discharge Port
790,790,Gestion de Calidad - PNC Graneles,Estado,Status,Estado,,,,,Status
791,791,Gestion de Calidad - PNC Graneles,Responsable,Responsible,Responsable,,,,,Responsible
792,792,Gestion de Calidad - PNC Especialidades,,Gestion de Calidad - PNC Especialidades,Gestion de Calidad - PNC Especialidades,,,,,Gestion de Calidad - PNC Especialidades
793,793,Gestion de Calidad - PNC Especialidades,No_OC_Sourcing,No OC Sourcing,No OC Sourcing,,,,,No OC Sourcing
794,794,Gestion de Calidad - PNC Especialidades,Producto,Producto,Producto,,,,,Producto
795,795,Gestion de Calidad - PNC Especialidades,Material_SAP,Material SAP,Material SAP,,,,,Material SAP
796,796,Gestion de Calidad - PNC Especialidades,Volumen,Volumen,Volumen,,,,,Volumen
797,797,Gestion de Calidad - PNC Especialidades,Unidad,Unidad,Unidad,,,,,Unidad
798,798,Gestion de Calidad - PNC Especialidades,Presentacion,Presentacion,Presentacion,,,,,Presentacion
799,799,Gestion de Calidad - PNC Especialidades,Responsable,Responsable,Responsable,,,,,Responsable
800,800,Gestion de Calidad - PNC Especialidades,No_embarque,No Embarque,No Embarque,,,,,No Embarque
801,801,Gestion de Calidad - PNC Especialidades,Cantidad_contenedores,Cantidad Contenedores,Cantidad Contenedores,,,,,Cantidad Contenedores
802,802,Gestion de Calidad - PNC Especialidades,Origen,Origen,Origen,,,,,Origen
803,803,Gestion de Calidad - PNC Especialidades,Puerto_carga,Puerto Carga,Puerto Carga,,,,,Puerto Carga
804,804,Gestion de Calidad - PNC Especialidades,Pais_carga,Pais Carga,Pais Carga,,,,,Pais Carga
805,805,Gestion de Calidad - PNC Especialidades,Puerto_destino,Puerto Destino,Puerto Destino,,,,,Puerto Destino
806,806,Gestion de Calidad - PNC Especialidades,Pais_destino,Pais Destino,Pais Destino,,,,,Pais Destino
807,807,Gestion de Calidad - PNC Especialidades,Consignatario,Consignatario,Consignatario,,,,,Consignatario
808,808,Gestion de Calidad - PNC Especialidades,Fecha_zarpe,Fecha Zarpe,Fecha Zarpe,,,,,Fecha Zarpe
809,809,Gestion de Calidad - PNC Especialidades,Estado_zarpe,Estado Zarpe,Estado Zarpe,,,,,Estado Zarpe
810,810,Gestion de Calidad - PNC Especialidades,Fecha_arribo,Fecha Arribo,Fecha Arribo,,,,,Fecha Arribo
811,811,Gestion de Calidad - PNC Especialidades,Estado_arribo,Estado Arribo,Estado Arribo,,,,,Estado Arribo
812,812,Gestion de Calidad - PNC Especialidades,No_factura_trading,No Factura Trading,No Factura Trading,,,,,No Factura Trading
813,813,PPC IPDC,,PPC IPDC,PPC IPDC,,,,,PPC IPDC
814,814,PPC IPDC,Id_pedido,Id Pedido,Id Pedido,,,,,Id Pedido
815,815,PPC IPDC,Empresa,Consignatario,Consignatario,,,,,Consignatario
816,816,PPC IPDC,UN,UN,UN,,,,,UN
817,817,PPC IPDC,Fecha_de_Solicitud,Fecha de solicitud,Fecha de solicitud,,,,,Fecha de solicitud
818,818,PPC IPDC,Id_tipo_prod,Tipo de producto,Tipo de producto,,,,,Tipo de producto
819,819,PPC IPDC,No_orden_compra_cliente,No OC Cliente,No OC Cliente,,,,,No OC Cliente
820,820,PPC IPDC,No_oc_cliente,No OC Sourcing,No OC Sourcing,,,,,No OC Sourcing
821,821,PPC IPDC,Fecha_emision_OC,Fecha Emision OC,Fecha Emision OC,,,,,Fecha Emision OC
822,822,PPC IPDC,Responsable,Responsable,Responsable,,,,,Responsable
823,823,Seguimiento PPC IPDC,,Seguimiento PPC IPDC,Seguimiento PPC IPDC,,,,,Seguimiento PPC IPDC
824,824,Seguimiento PPC IPDC,PEDIDO,PEDIDO,PEDIDO,,,,,PEDIDO
825,825,Seguimiento PPC IPDC,Id_detalle_pedido,Id Detalle Pedido,Id Detalle Pedido,,,,,Id Detalle Pedido
826,826,Seguimiento PPC IPDC,No_camion,No Camion,No Camion,,,,,No Camion
827,827,Seguimiento PPC IPDC,Fecha_estimada_disponibilidad_pedido,Fecha Estimada Disponibilidad Pedido,Fecha Estimada Disponibilidad Pedido,,,,,Fecha Estimada Disponibilidad Pedido
828,828,Seguimiento PPC IPDC,Fecha_envio_documento_tramite_permiso,Fecha Envio Documento Tramite Permiso,Fecha Envio Documento Tramite Permiso,,,,,Fecha Envio Documento Tramite Permiso
829,829,Seguimiento PPC IPDC,Fecha_envio_documento_definitivo,Fecha Envio Documento Definitivo,Fecha Envio Documento Definitivo,,,,,Fecha Envio Documento Definitivo
